139,d_basic_pos,1595912780,0
140,d_basic_neg,1595912780,0
141,d_basic_zero,1595912780,0
214,d_basic_i_pos,1595912780,0
215,d_basic_i_neg,1595912780,0
216,d_basic_i_zero,1595912780,0
217,d_basic_i_onlypos,1595912780,0
218,d_basic_i_onlyneg,1595912780,0
219,d_basic_i_onlyzero,1595912780,0
220,d_intmax,1595912780,0
221,d_intmin,1595912780,0
222,d_width_pos_fits,1595912780,0
223,d_width_neg_fits,1595912780,0
224,d_width_zero_fits,1595912780,0
225,d_width_pos_exactfit,1595912780,0
226,d_width_neg_exactfit,1595912780,0
227,d_width_pos_nofit,1595912780,0
228,d_width_neg_nofit,1595912780,0
229,d_width_pos_fits_lj,1595912780,0
230,d_width_neg_fits_lj,1595912780,0
231,d_width_zero_fits_lj,1595912780,0
232,d_width_pos_exactfit_lj,1595912780,0
233,d_width_neg_exactfit_lj,1595912780,0
234,d_width_pos_nofit_lj,1595912780,0
235,d_width_neg_nofit_lj,1595912780,0
236,d_prec_fits_pos,1595912780,1595911066
237,d_prec_fits_neg,1595912780,0
238,d_prec_fits_zero,1595912780,1595911066
239,d_prec_exactfit_pos,1595912780,1595911066
240,d_prec_exactfit_neg,1595912780,1595911066
241,d_prec_nofit_pos,1595912780,1595911066
242,d_prec_nofit_neg,1595912780,0
243,d_zp_pos_fits,1595912780,0
244,d_zp_neg_fits,1595912780,0
245,d_zp_zero_fits,1595912780,0
246,d_zp_pos_exactfit,1595912780,0
247,d_zp_neg_exactfit,1595912780,0
248,d_zp_neg_minus1fit,1595912780,0
249,d_prec_width_fit_fit_pos,1595912780,0
250,d_prec_width_fit_fit_neg,1595912780,0
251,d_prec_width_fit_fit_zero,1595912780,0
252,d_prec_width_nofit_fit_pos,1595912780,0
253,d_prec_width_nofit_fit_neg,1595912780,0
254,d_prec_width_fit_nofit_pos,1595912780,1595912030
255,d_prec_width_fit_nofit_neg,1595912780,1595912030
256,d_prec_width_nofit_nofit_pos,1595912780,1595912030
257,d_prec_width_nofit_nofit_neg,1595912780,1595912030
258,d_prec_width_fit_fit_pos_lj,1595912780,0
259,d_prec_width_fit_fit_neg_lj,1595912780,0
260,d_prec_width_fit_fit_zero_lj,1595912780,0
261,d_prec_width_nofit_fit_pos_lj,1595912780,0
262,d_prec_width_nofit_fit_neg_lj,1595912780,0
263,d_prec_width_fit_nofit_pos_lj,1595912780,1595912030
264,d_prec_width_fit_nofit_neg_lj,1595912780,1595912030
265,d_prec_width_nofit_nofit_pos_lj,1595912780,1595912030
266,d_prec_width_nofit_nofit_neg_lj,1595912780,1595912030
267,d_prec_width_ff_pos_zp,0,1595912780
268,d_prec_width_ff_neg_zp,0,1595912780
269,d_prec_width_ff_zero_zp,0,1595912780
270,d_prec_width_nf_pos_zp,0,1595912780
271,d_prec_width_nf_neg_zp,0,1595912780
272,d_prec_width_fn_pos_zp,1595912780,1595912030
273,d_prec_width_fn_neg_zp,1595912780,1595912030
274,d_prec_width_nn_pos_zp,1595912780,1595912030
275,d_prec_width_nn_neg_zp,1595912780,1595912030
276,d_prec_width_ff_pos_lj_zp_ignoreflag,0,1595912780
277,d_prec_width_ff_neg_ljzp_ignoreflag,0,1595912780
278,d_prec_width_ff_zero_ljzp_ignoreflag,0,1595912780
279,d_prec_width_nf_pos_ljzp_ignoreflag,0,1595912780
280,d_prec_width_nf_neg_ljzp_ignoreflag,0,1595912780
281,d_prec_width_fn_pos_ljzp_ignoreflag,1595912780,1595912030
282,d_prec_width_fn_neg_ljzp_ignoreflag,1595912780,1595912030
283,d_prec_width_nn_pos_ljzp_ignoreflag,1595912780,1595912030
284,d_prec_width_nn_neg_ljzp_ignoreflag,1595912780,1595912030
285,d_prec0val0_basic,0,1595912780
286,d_prec0val0_implicit,0,1595912780
287,d_prec0val0_w,0,1595912780
288,d_prec0val0_w_impl,0,1595912780
289,d_prec0val0_wlj,0,1595912780
290,d_prec0val0_wlj_impl,0,1595912780
